"filename", "language", "JavaScript", "JSON", "HTML", "Markdown", "XML", "PHP", "PostCSS", "Python", "comment", "blank", "total"
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Modular_softening_skids.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Multimedia_pressure_sand_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\New_gravity_gap_free_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Package_compact_water_treatment_units.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Pool_recirculation_equipment.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Reverse_osmosis_RO_desalination_systems.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Self_cleaning_back_wash_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Shallow_bed_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Sludge_water_separators.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Swimming_pool_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Thermal_deaerators.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Ultrafiltration_UF_skids.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\VFD_constant_pressure_booster_systems.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Vacuum_deaerators.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\src_products\water_supply\Walnut_shell_media_filters.md", "Markdown", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\about.html", "HTML", 0, 0, 176, 0, 0, 0, 0, 0, 0, 20, 196
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\base\_reset.css", "PostCSS", 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 15
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\base\_typography.css", "PostCSS", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 28
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\base\_variables.css", "PostCSS", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 13
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\components\_buttons.css", "PostCSS", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 28
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\components\_cards.css", "PostCSS", 0, 0, 0, 0, 0, 0, 62, 0, 3, 2, 67
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\components\_header-footer.css", "PostCSS", 0, 0, 0, 0, 0, 0, 204, 0, 6, 9, 219
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\layout\_grid.css", "PostCSS", 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 14
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\layout\_responsive.css", "PostCSS", 0, 0, 0, 0, 0, 0, 77, 0, 9, 12, 98
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\main.css", "PostCSS", 0, 0, 0, 0, 0, 0, 16, 0, 6, 4, 26
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_about.css", "PostCSS", 0, 0, 0, 0, 0, 0, 210, 0, 9, 8, 227
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_cases.css", "PostCSS", 0, 0, 0, 0, 0, 0, 99, 0, 6, 4, 109
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_contact.css", "PostCSS", 0, 0, 0, 0, 0, 0, 138, 0, 8, 7, 153
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_index.css", "PostCSS", 0, 0, 0, 0, 0, 0, 203, 0, 16, 22, 241
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_products.css", "PostCSS", 0, 0, 0, 0, 0, 0, 58, 0, 5, 13, 76
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\_services.css", "PostCSS", 0, 0, 0, 0, 0, 0, 67, 0, 6, 16, 89
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\products\_product-category.css", "PostCSS", 0, 0, 0, 0, 0, 0, 58, 0, 7, 8, 73
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\css\pages\products\gas.css", "PostCSS", 0, 0, 0, 0, 0, 0, 201, 0, 10, 18, 229
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\js\contact-map.js", "JavaScript", 61, 0, 0, 0, 0, 0, 0, 0, 9, 10, 80
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\js\footer.js", "JavaScript", 78, 0, 0, 0, 0, 0, 0, 0, 1, 1, 80
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\js\header.js", "JavaScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\assets\js\main.js", "JavaScript", 119, 0, 0, 0, 0, 0, 0, 0, 21, 27, 167
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\cases.html", "HTML", 0, 0, 115, 0, 0, 0, 0, 0, 0, 14, 129
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\contact.html", "HTML", 0, 0, 100, 0, 0, 0, 0, 0, 0, 13, 113
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\favicon.svg", "XML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 3
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\index.html", "HTML", 0, 0, 202, 0, 0, 0, 0, 0, 0, 19, 221
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\manifest.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 21
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\ongoing.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 7, 64
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\package-lock.json", "JSON", 0, 117, 0, 0, 0, 0, 0, 0, 0, 1, 118
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\package.json", "JSON", 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Automatic_dry_powder_feeders.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Chlorine_dioxide_generators_chemical_method.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Chlorine_dioxide_generators_electrolytic.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Electronic_scale_removal_devices.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Fully_automatic_chemical_dosing_skids.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\General_chemical_dosing_units.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\In_line_static_mixers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Ozone_generators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Powder_metering_feeders.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Power_plant_chemical_feed_systems.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Sodium_hypochlorite_generators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\Submersible_dosing_systems.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\UV_disinfection_reactors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\WA_series_dosing_skids.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\disinfection\products.json", "JSON", 0, 72, 0, 0, 0, 0, 0, 0, 0, 1, 73
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\dust\Cyclone_dust_collectors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\dust\Electrostatic_precipitators_ESP.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\dust\High_efficiency_wet_film_scrubbers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\dust\products.json", "JSON", 0, 17, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\Acid_alkali_gas_scrubbing_towers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\Flue_gas_desulfurization_denitrification_equipment.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\Odor_control_deodorization_units.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\Packed_bed_exhaust_gas_scrubbers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\Thermal_oxidizers_incinerators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\gas-absorption-tower.html", "HTML", 0, 0, 43, 0, 0, 0, 0, 0, 0, 9, 52
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\index.php", "PHP", 0, 0, 0, 0, 0, 57, 0, 0, 3, 8, 68
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\ke-series-purifier.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\gas\products.json", "JSON", 0, 32, 0, 0, 0, 0, 0, 0, 0, 1, 33
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\ABS_strainers_filter_nozzles.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Active_bio_media_moving_bed.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Adjustable_weir_gates.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Alumina_ceramic_balls.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Anthracite_filter_media.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Braided_rope_packing.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Cast_iron_round_gates_bronze_seated.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Cast_iron_square_gates_bronze_seated.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Cast_iron_tide_flap_gates.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Ceramic_Raschig_rings.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Ceramic_ceramsite_filter_media.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Corrugated_structured_packing.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Double_ring_combined_packing.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Drift_mist_eliminators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\FRP_cover_panels.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\FRP_ductwork.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\FRP_filament_wound_storage_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\FRP_storage_vessels.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Flat_slide_gates.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Flexible_elastic_bio_filler.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Fully_sealed_sanitary_metal_water_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Gate_hoist_mechanisms.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Hexagonal_honeycomb_media.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Hollow_plastic_balls.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\PAC_coagulant.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Plastic_Pall_flower_rings.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Pressure_resistant_corrosion_proof_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Sectional_welded_stainless_steel_water_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Semi_soft_packing_media.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Silica_sand_filter_media.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Skylight_domes_daylighting_covers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Spherical_water_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Spray_nozzles_various_types.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Square_grid_packing.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Stainless_steel_sanitary_water_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Stainless_steel_sluice_gates.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Stainless_steel_wedge_wire_screens.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Step_rings.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\Vertical_insulated_water_tanks.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\parts\products.json", "JSON", 0, 197, 0, 0, 0, 0, 0, 0, 0, 1, 198
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Anaerobic_treatment_reactors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Automatic_clarifiers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\BS_type_air_flotation_units.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Belt_conveyors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Belt_filter_presses.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Biological_contact_oxidation_towers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Buried_FRP_packaged_sewage_plants.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Buried_steel_packaged_sewage_plants.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Cable_drive_sludge_scrapers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Cable_operated_trash_rakes.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Cavitation_air_flotation_units.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Center_drive_clarifier_scrapers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Chamber_plate_and_frame_filter_presses.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Curved_bar_screens.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Decanter_centrifuges.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Dissolved_air_flotation_DAF_clarifiers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Emulsion_wastewater_treatment_skids.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Full_bridge_peripheral_drive_sludge_scrapers_circular_clarifiers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\General_purpose_mixing_agitators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Grit_classifiers_sand_water_separators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\High_speed_clarifier_mixers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Horizontal_screw_discharge_settling_centrifuges.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\In_line_grinder_screens_comminutors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Inclined_tube_settlers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Integrated_air_flotation_units.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Lamella_plate_clarifiers.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Land_based_oil_water_separators.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Low_speed_propeller_mixers_axial_flow.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\MBR_membrane_bioreactor_packages.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Mechanical_bar_screens.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Radial_flow_clarifier_peripheral_drive_scraper_with_direct_discharge.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Rotary_drum_fine_screens.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Rotary_shear_flotation_cells.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
"c:\Users\60991\OneDrive\Documents\GitHub\TianyuWeb\web\product_lib\water\Screw_press_compactors.html", "HTML", 0, 0, 57, 0, 0, 0, 0, 0, 0, 8, 65
